env_time,total_time,avg_simulation_second,event_store_size
347,0:00:36.645693,0:00:00.105607,1082
348,0:00:36.651693,0:00:00.105321,1074
349,0:00:36.654693,0:00:00.105028,1090
350,0:00:36.659693,0:00:00.104742,1089
351,0:00:36.662696,0:00:00.104452,1137
352,0:00:36.677734,0:00:00.104198,1134
353,0:00:36.681730,0:00:00.103914,1129
354,0:00:36.685761,0:00:00.103632,1225
355,0:00:36.713693,0:00:00.103419,1218
356,0:00:36.716693,0:00:00.103137,1267
357,0:00:36.738080,0:00:00.102908,1264
358,0:00:36.744704,0:00:00.102639,1312
359,0:00:36.759657,0:00:00.102395,1310
360,0:00:36.764657,0:00:00.102124,1305
361,0:00:36.770657,0:00:00.101858,1296
362,0:00:36.771658,0:00:00.101579,1295
363,0:00:36.775698,0:00:00.101310,1291
364,0:00:36.778698,0:00:00.101040,1287
365,0:00:36.779698,0:00:00.100766,1285
366,0:00:36.785735,0:00:00.100507,1276
367,0:00:36.789699,0:00:00.100244,1273
368,0:00:36.792705,0:00:00.099980,1269
369,0:00:36.794705,0:00:00.099715,1267
370,0:00:36.795706,0:00:00.099448,1265
371,0:00:36.798705,0:00:00.099188,1261
372,0:00:36.802712,0:00:00.098932,1256
373,0:00:36.806709,0:00:00.098678,1251
374,0:00:36.808715,0:00:00.098419,1248
375,0:00:36.811709,0:00:00.098165,1245
376,0:00:36.812709,0:00:00.097906,1243
377,0:00:36.818712,0:00:00.097662,1236
378,0:00:36.821659,0:00:00.097412,1244
379,0:00:36.827657,0:00:00.097171,1240
380,0:00:36.830657,0:00:00.096923,1237
381,0:00:36.833657,0:00:00.096676,1232
382,0:00:36.838661,0:00:00.096436,1226
383,0:00:36.842661,0:00:00.096195,1222
384,0:00:36.846660,0:00:00.095955,1217
385,0:00:36.848660,0:00:00.095711,1214
386,0:00:36.853720,0:00:00.095476,1208
387,0:00:36.855723,0:00:00.095234,1205
388,0:00:36.858720,0:00:00.094997,1201
389,0:00:36.862660,0:00:00.094763,1196
390,0:00:36.868659,0:00:00.094535,1189
391,0:00:36.870731,0:00:00.094299,1186
392,0:00:36.873732,0:00:00.094066,1182
393,0:00:36.875730,0:00:00.093831,1179
394,0:00:36.879730,0:00:00.093603,1174
395,0:00:36.883741,0:00:00.093377,1169
396,0:00:36.887730,0:00:00.093151,1164
397,0:00:36.889730,0:00:00.092921,1162
398,0:00:36.891729,0:00:00.092693,1159
399,0:00:36.898729,0:00:00.092478,1149
400,0:00:36.899729,0:00:00.092249,1148
401,0:00:36.903725,0:00:00.092029,1143
402,0:00:36.904658,0:00:00.091803,1141
403,0:00:36.907725,0:00:00.091582,1137
404,0:00:36.910725,0:00:00.091363,1133
405,0:00:36.914728,0:00:00.091147,1128
406,0:00:36.918729,0:00:00.090933,1122
407,0:00:36.922661,0:00:00.090719,1118
408,0:00:36.924660,0:00:00.090502,1128
409,0:00:36.930660,0:00:00.090295,1123
410,0:00:36.933661,0:00:00.090082,1119
411,0:00:36.936660,0:00:00.089870,1116
412,0:00:36.939660,0:00:00.089659,1112
413,0:00:36.942661,0:00:00.089450,1109
414,0:00:36.948662,0:00:00.089248,1105
415,0:00:36.976661,0:00:00.089100,1105
416,0:00:37.027256,0:00:00.089008,1105
417,0:00:37.093259,0:00:00.088953,1105
418,0:00:37.120259,0:00:00.088804,1105
419,0:00:37.280468,0:00:00.088975,1105
420,0:00:37.424466,0:00:00.089106,1105
421,0:00:37.729599,0:00:00.089619,1105
422,0:00:37.809137,0:00:00.089595,1105
423,0:00:37.918141,0:00:00.089641,1105
424,0:00:38.080889,0:00:00.089813,1105
425,0:00:38.281696,0:00:00.090075,1105
426,0:00:38.534413,0:00:00.090456,1105
427,0:00:38.685637,0:00:00.090599,1105
428,0:00:38.951294,0:00:00.091008,1105
429,0:00:39.272886,0:00:00.091545,1105
430,0:00:39.524159,0:00:00.091917,1105
431,0:00:39.777163,0:00:00.092290,1105
432,0:00:39.975932,0:00:00.092537,1105
433,0:00:40.345558,0:00:00.093177,1105
434,0:00:40.706288,0:00:00.093793,1105
435,0:00:40.900260,0:00:00.094024,1105
436,0:00:40.960196,0:00:00.093945,1105
437,0:00:41.022203,0:00:00.093872,1105
438,0:00:41.222723,0:00:00.094116,1135
439,0:00:43.381585,0:00:00.098819,1119
440,0:00:43.455585,0:00:00.098763,1119
441,0:00:43.527581,0:00:00.098702,1119
442,0:00:43.609579,0:00:00.098664,1119
443,0:00:43.609579,0:00:00.098441,1169
444,0:00:47.252099,0:00:00.106424,1144
445,0:00:47.589080,0:00:00.106942,1144
446,0:00:47.589080,0:00:00.106702,1144
447,0:00:48.010170,0:00:00.107405,1144
448,0:00:48.010170,0:00:00.107166,1144
449,0:00:48.124237,0:00:00.107181,1144
450,0:00:48.805135,0:00:00.108456,1144
451,0:00:48.805135,0:00:00.108215,1144
452,0:00:48.805135,0:00:00.107976,1144
453,0:00:49.173274,0:00:00.108550,1144
454,0:00:49.173274,0:00:00.108311,1144
455,0:00:49.173274,0:00:00.108073,1144
456,0:00:49.311058,0:00:00.108138,1144
457,0:00:49.311058,0:00:00.107902,1144
458,0:00:49.379137,0:00:00.107815,1194
459,0:00:53.560123,0:00:00.116689,1167
460,0:00:53.560123,0:00:00.116435,1167
461,0:00:53.560133,0:00:00.116183,1167
462,0:00:54.144138,0:00:00.117195,1167
463,0:00:54.144138,0:00:00.116942,1167
464,0:00:54.267183,0:00:00.116955,1167
465,0:00:54.724577,0:00:00.117687,1167
466,0:00:54.724577,0:00:00.117435,1167
467,0:00:54.797056,0:00:00.117338,1167
468,0:00:55.128875,0:00:00.117797,1247
469,0:01:01.372280,0:00:00.130858,1211
470,0:01:01.372280,0:00:00.130579,1211
471,0:01:01.501488,0:00:00.130576,1211
472,0:01:02.225185,0:00:00.131833,1211
473,0:01:02.225185,0:00:00.131554,1235
474,0:01:03.867518,0:00:00.134742,1223
475,0:01:04.587413,0:00:00.135974,1223
476,0:01:04.700208,0:00:00.135925,1223
477,0:01:05.163640,0:00:00.136611,1223
478,0:01:05.236044,0:00:00.136477,1223
479,0:01:05.236044,0:00:00.136192,1223
480,0:01:05.500511,0:00:00.136459,1223
481,0:01:05.635508,0:00:00.136456,1223
482,0:01:05.635508,0:00:00.136173,1223
483,0:01:06.000870,0:00:00.136648,1223
484,0:01:06.303636,0:00:00.136991,1223
485,0:01:06.303636,0:00:00.136709,1223
486,0:01:06.451745,0:00:00.136732,1223
487,0:01:06.452269,0:00:00.136452,1223
488,0:01:06.452269,0:00:00.136173,1223
489,0:01:06.452269,0:00:00.135894,1223
490,0:01:06.452269,0:00:00.135617,1223
491,0:01:06.452269,0:00:00.135341,1223
492,0:01:06.452269,0:00:00.135066,1223
493,0:01:06.452804,0:00:00.134793,1247
494,0:01:08.635953,0:00:00.138939,1234
495,0:01:08.636951,0:00:00.138661,1234
496,0:01:08.636951,0:00:00.138381,1234
497,0:01:08.715949,0:00:00.138261,1234
498,0:01:08.715949,0:00:00.137984,1234
499,0:01:08.890916,0:00:00.138058,1234
500,0:01:09.156392,0:00:00.138313,1234
501,0:01:09.156392,0:00:00.138037,1234
502,0:01:09.435235,0:00:00.138317,1234
503,0:01:09.435235,0:00:00.138042,1234
504,0:01:09.435235,0:00:00.137768,1234
505,0:01:09.845439,0:00:00.138308,1234
506,0:01:09.845439,0:00:00.138034,1234
507,0:01:09.845439,0:00:00.137762,1234
508,0:01:09.845439,0:00:00.137491,1234
509,0:01:09.845439,0:00:00.137221,1234
510,0:01:09.845439,0:00:00.136952,1234
511,0:01:09.845439,0:00:00.136684,1234
512,0:01:09.845439,0:00:00.136417,1234
513,0:01:09.847441,0:00:00.136155,1294
514,0:01:14.827397,0:00:00.145579,1264
515,0:01:14.827397,0:00:00.145296,1264
516,0:01:14.827397,0:00:00.145014,1264
517,0:01:15.391668,0:00:00.145825,1264
518,0:01:15.392173,0:00:00.145545,1264
519,0:01:15.546808,0:00:00.145562,1264
520,0:01:16.573893,0:00:00.147257,1264
521,0:01:16.573893,0:00:00.146975,1264
522,0:01:16.573893,0:00:00.146693,1264
523,0:01:16.883794,0:00:00.147005,1300
524,0:01:19.872327,0:00:00.152428,1280
525,0:01:19.872327,0:00:00.152138,1280
526,0:01:19.872327,0:00:00.151849,1280
527,0:01:20.478422,0:00:00.152710,1280
528,0:01:20.654419,0:00:00.152755,1280
529,0:01:20.924989,0:00:00.152977,1280
530,0:01:21.560345,0:00:00.153887,1280
531,0:01:21.560345,0:00:00.153598,1280
532,0:01:21.715395,0:00:00.153600,1280
533,0:01:21.867504,0:00:00.153598,1280
534,0:01:21.867504,0:00:00.153310,1280
535,0:01:21.867504,0:00:00.153023,1280
536,0:01:22.022869,0:00:00.153028,1280
537,0:01:22.022869,0:00:00.152743,1280
538,0:01:22.022869,0:00:00.152459,1332
539,0:01:26.452871,0:00:00.160395,1302
540,0:01:26.453868,0:00:00.160100,1362
541,0:01:29.645155,0:00:00.165703,1329
542,0:01:29.972224,0:00:00.166000,1419
543,0:01:32.886323,0:00:00.171061,1375
544,0:01:32.891324,0:00:00.170756,1372
545,0:01:32.916320,0:00:00.170489,1366
546,0:01:32.916320,0:00:00.170176,1366
547,0:01:33.008558,0:00:00.170034,1402
548,0:01:33.227809,0:00:00.170124,1385
549,0:01:33.231740,0:00:00.169821,1383
550,0:01:33.231740,0:00:00.169512,1383
551,0:01:33.234739,0:00:00.169210,1380
552,0:01:33.269780,0:00:00.168967,1478
553,0:01:33.499255,0:00:00.169076,1465
