env_time,total_time,avg_simulation_second,event_store_size
1,0:00:00.744588,0:00:00.744588,0
2,0:00:01.493578,0:00:00.746789,0
3,0:00:02.364227,0:00:00.788076,0
4,0:00:03.337635,0:00:00.834409,0
5,0:00:04.282267,0:00:00.856453,0
6,0:00:05.173739,0:00:00.862290,0
7,0:00:05.973381,0:00:00.853340,0
8,0:00:06.616009,0:00:00.827001,0
9,0:00:07.188806,0:00:00.798756,0
10,0:00:07.781378,0:00:00.778138,0
